AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	biome	chem_administration	collection_date	exp_day	feature	genotype	host	lat_lon	material	mouse_id	organism	samp_mat_process	samp_store_temp	sex	title	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Platform	SRA_Study	diet	geo_loc_name	isol_growth_condt	seq_methods	strain
501	SAMN03407035	SRX955911	DSSonly-m7477-d66_S374_L001_R1_001.fastq.DSSonly_m7477_d66	8	5	mouse gut metagenome	2015-03-13	SRR1914534	SRS873794	DSSonly_m7477_d66	mouse gut	NoAbx	2013	66	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7477	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7477 that received no antibiotics on day 66 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406840	SRX955907	DSSonly-m7477-d26_S372_L001_R1_001.fastq.DSSonly_m7477_d26	24	15	mouse gut metagenome	2015-03-13	SRR1914530	SRS873795	DSSonly_m7477_d26	mouse gut	NoAbx	2013	26	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7477	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7477 that received no antibiotics on day 26 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406877	SRX955903	DSSonly-m7471-d5_S363_L001_R1_001.fastq.DSSonly_m7471_d5	9	5	mouse gut metagenome	2015-03-13	SRR1914524	SRS873796	DSSonly_m7471_d5	mouse gut	NoAbx	2013	5	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7471	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7471 that received no antibiotics on day 5 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407032	SRX955893	DSSonly-m7469-d4_S355_L001_R1_001.fastq.DSSonly_m7469_d4	5	3	mouse gut metagenome	2015-03-13	SRR1914516	SRS873798	DSSonly_m7469_d4	mouse gut	NoAbx	2013	4	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7469	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7469 that received no antibiotics on day 4 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406850	SRX955895	DSSonly-m7469-d66_S360_L001_R1_001.fastq.DSSonly_m7469_d66	9	5	mouse gut metagenome	2015-03-13	SRR1914518	SRS873799	DSSonly_m7469_d66	mouse gut	NoAbx	2013	66	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7469	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7469 that received no antibiotics on day 66 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406895	SRX955892	DSSonly-m7469-d47_S359_L001_R1_001.fastq.DSSonly_m7469_d47	7	4	mouse gut metagenome	2015-03-13	SRR1914515	SRS873800	DSSonly_m7469_d47	mouse gut	NoAbx	2013	47	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7469	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7469 that received no antibiotics on day 47 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406819	SRX955890	DSSonly-m7469-d25_S357_L001_R1_001.fastq.DSSonly_m7469_d25	7	4	mouse gut metagenome	2015-03-13	SRR1914513	SRS873801	DSSonly_m7469_d25	mouse gut	NoAbx	2013	25	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7469	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7469 that received no antibiotics on day 25 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407120	SRX955912	DSSonly-m7477-d69_S375_L001_R1_001.fastq.DSSonly_m7477_d69	6	4	mouse gut metagenome	2015-03-13	SRR1914535	SRS873967	DSSonly_m7477_d69	mouse gut	NoAbx	2013	69	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7477	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7477 that received no antibiotics on day 69 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407141	SRX955910	DSSonly-m7477-d5_S370_L001_R1_001.fastq.DSSonly_m7477_d5	8	5	mouse gut metagenome	2015-03-13	SRR1914533	SRS873968	DSSonly_m7477_d5	mouse gut	NoAbx	2013	5	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7477	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7477 that received no antibiotics on day 5 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407189	SRX955906	DSSonly-m7477-d25_S371_L001_R1_001.fastq.DSSonly_m7477_d25	10	6	mouse gut metagenome	2015-03-13	SRR1914529	SRS873969	DSSonly_m7477_d25	mouse gut	NoAbx	2013	25	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7477	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7477 that received no antibiotics on day 25 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407129	SRX955905	DSSonly-m7471-d69_S368_L001_R1_001.fastq.DSSonly_m7471_d69	6	3	mouse gut metagenome	2015-03-13	SRR1914526	SRS873970	DSSonly_m7471_d69	mouse gut	NoAbx	2013	69	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7471	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7471 that received no antibiotics on day 69 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407106	SRX955901	DSSonly-m7471-d4_S362_L001_R1_001.fastq.DSSonly_m7471_d4	5	3	mouse gut metagenome	2015-03-13	SRR1914523	SRS873971	DSSonly_m7471_d4	mouse gut	NoAbx	2013	4	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7471	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7471 that received no antibiotics on day 4 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407083	SRX955904	DSSonly-m7471-d66_S367_L001_R1_001.fastq.DSSonly_m7471_d66	6	4	mouse gut metagenome	2015-03-13	SRR1914525	SRS873972	DSSonly_m7471_d66	mouse gut	NoAbx	2013	66	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7471	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7471 that received no antibiotics on day 66 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407159	SRX955900	DSSonly-m7471-d47_S366_L001_R1_001.fastq.DSSonly_m7471_d47	8	5	mouse gut metagenome	2015-03-13	SRR1914522	SRS873973	DSSonly_m7471_d47	mouse gut	NoAbx	2013	47	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7471	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7471 that received no antibiotics on day 47 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407183	SRX955894	DSSonly-m7469-d5_S356_L001_R1_001.fastq.DSSonly_m7469_d5	7	4	mouse gut metagenome	2015-03-13	SRR1914517	SRS873975	DSSonly_m7469_d5	mouse gut	NoAbx	2013	5	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7469	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7469 that received no antibiotics on day 5 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407206	SRX955909	DSSonly-m7477-d4_S369_L001_R1_001.fastq.DSSonly_m7477_d4	9	6	mouse gut metagenome	2015-03-13	SRR1914532	SRS874110	DSSonly_m7477_d4	mouse gut	NoAbx	2013	4	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7477	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7477 that received no antibiotics on day 4 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406735	SRX955984	NoAbs-m7264-d69_S353_L001_R1_001.fastq.NoAbs_m7264_d69	2	1	mouse gut metagenome	2015-03-13	SRR1914602	SRS873677	NoAbs_m7264_d69	mouse gut	NoAbx	2013	69	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m7264	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m7264 that received no antibiotics on day 69 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406747	SRX956178	WTmice-m6554-d3_S2_L001_R1_001.fastq.NoAbs_m6554_d3	3	2	mouse gut metagenome	2015-03-13	SRR1914797	SRS873728	NoAbs_m6554_d3	mouse gut	NoAbx	2013	3	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 3 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406837	SRX956176	WTmice-m6554-d25_S5_L001_R1_001.fastq.NoAbs_m6554_d25	4	2	mouse gut metagenome	2015-03-13	SRR1914795	SRS873729	NoAbs_m6554_d25	mouse gut	NoAbx	2013	25	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 25 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406879	SRX956175	WTmice-m6554-d21_S4_L001_R1_001.fastq.NoAbs_m6554_d21	4	2	mouse gut metagenome	2015-03-13	SRR1914794	SRS873730	NoAbs_m6554_d21	mouse gut	NoAbx	2013	21	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 21 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406742	SRX956174	WTmice-m6554-d18_S3_L001_R1_001.fastq.NoAbs_m6554_d18	2	1	mouse gut metagenome	2015-03-13	SRR1914793	SRS873731	NoAbs_m6554_d18	mouse gut	NoAbx	2013	18	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 18 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406830	SRX956183	WTmice-m6554-d73_S10_L001_R1_001.fastq.NoAbs_m6554_d73	4	2	mouse gut metagenome	2015-03-13	SRR1914802	SRS873743	NoAbs_m6554_d73	mouse gut	NoAbx	2013	73	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 73 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
